,game_global_ranking,game_title,console,year_of_release,genre,publisher,northamerican_sales,europe_sales,japan_sales,othercontry_sales,world_sales,game_title_normalized
12937,12939,judge dredd,ps,1997,platform,gremlin interactive ltd,0.03,0.02,0.0,0.0,0.05 ,judgedredd
12938,12940,fifa 17,pc,2016,sports,electronic arts,0.0,0.05,0.0,0.0,0.05 ,fifa17
12939,12941,minna no ennichi,3ds,2012,action,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,minnanoennichi
12940,12942,winning post 8,ps3,2014,racing,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,winningpost8
12941,12943,king arthur,xb,2004,action,konami digital entertainment,0.04,0.01,0.0,0.0,0.05 ,kingarthur
12942,12944,dodonpachi resurrection,x360,2010,shooter,rising star games,0.0,0.05,0.0,0.01,0.05 ,dodonpachiresurrection
12943,12945,bass rise,ps,1999,sports,namco bandai games,0.03,0.02,0.0,0.0,0.05 ,bassrise
12944,12946,uefa champions league 2006-2007,x360,2007,sports,electronic arts,0.04,0.01,0.0,0.0,0.05 ,uefachampionsleague2006 2007
12945,12947,dynamite headdy,gen,1993,platform,sega,0.0,0.0,0.05,0.0,0.05 ,dynamiteheaddy
12946,12948,hunted: the demon's forge,pc,2011,action,bethesda softworks,0.03,0.01,0.0,0.01,0.05 ,hunted thedemon sforge
12947,12949,choujikuu yousai macross: do you remember love,ps3,2012,shooter,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,choujikuuyousaimacross doyourememberlove
12948,12950,arcania: gothic 4,ps4,2015,role-playing,nordic games,0.04,0.0,0.0,0.01,0.05 ,arcania gothic4
12949,12951,persona 2: eternal punishment,psp,2012,role-playing,atlus,0.0,0.0,0.05,0.0,0.05 ,persona2 eternalpunishment
12950,12952,dragon's lair 3d: return to the lair,xb,2002,platform,ubisoft,0.04,0.01,0.0,0.0,0.05 ,dragon slair3d returntothelair
12951,12953,growlanser: heritage of war (jp sales),ps2,2006,role-playing,rising star games,0.0,0.0,0.05,0.0,0.05 ,growlanser heritageofwar jpsales 
12952,12954,the bureau: xcom declassified,pc,2013,shooter,take-two interactive,0.0,0.05,0.0,0.01,0.05 ,thebureau xcomdeclassified
12953,12955,myst iv: revelation,xb,2005,adventure,ubisoft,0.04,0.01,0.0,0.0,0.05 ,mystiv revelation
12954,12956,culdcept revolt,3ds,2016,strategy,nintendo,0.0,0.0,0.05,0.0,0.05 ,culdceptrevolt
12955,12957,sushi go-round,wii,2010,simulation,asylum entertainment,0.05,0.0,0.0,0.0,0.05 ,sushigo round
12956,12958,pachinko wars ii,snes,1993,misc,coconuts japan,0.0,0.0,0.05,0.0,0.05 ,pachinkowarsii
12957,12959,myth makers: orbs of doom,wii,2007,puzzle,popcorn arcade,0.05,0.0,0.0,0.0,0.05 ,mythmakers orbsofdoom
12958,12960,toy soldiers: war chest,xone,2015,action,ubisoft,0.05,0.0,0.0,0.01,0.05 ,toysoldiers warchest
12959,12961,the nightmare of druaga: fushigino dungeon,ps2,2004,role-playing,arika,0.03,0.02,0.0,0.01,0.05 ,thenightmareofdruaga fushiginodungeon
12960,12962,omega labyrinth,psv,2015,role-playing,d3publisher,0.0,0.0,0.05,0.0,0.05 ,omegalabyrinth
12961,12963,air conflicts: aces of world war ii,psp,2009,simulation,graffiti,0.05,0.0,0.0,0.0,0.05 ,airconflicts acesofworldwarii
12962,12964,cities in motion,pc,2011,simulation,paradox interactive,0.0,0.04,0.0,0.01,0.05 ,citiesinmotion
12963,12965,aliens in the attic,ds,2009,action,playlogic game factory,0.05,0.0,0.0,0.0,0.05 ,aliensintheattic
12964,12966,virtua striker 2002,gc,2002,sports,sega,0.01,0.0,0.03,0.0,0.05 ,virtuastriker2002
12965,12967,kamen rider: dragon knight,ds,2009,fighting,d3publisher,0.05,0.0,0.0,0.0,0.05 ,kamenrider dragonknight
12966,12968,code lyoko,ds,2007,action,game factory,0.03,0.01,0.0,0.0,0.05 ,codelyoko
12967,12969,taito legends power up,psp,2007,action,destineer,0.05,0.0,0.0,0.0,0.05 ,taitolegendspowerup
12968,12970,fate/unlimited codes portable,psp,2009,fighting,capcom,0.0,0.0,0.05,0.0,0.05 ,fate unlimitedcodesportable
12969,12971,metal slug anthology,psp,2007,shooter,ignition entertainment,0.02,0.0,0.02,0.01,0.05 ,metalsluganthology
12970,12972,tenchu: dark secret,ds,2006,action,from software,0.03,0.0,0.01,0.0,0.05 ,tenchu darksecret
12971,12973,game no kanzume vol 2,scd,1994,misc,sega,0.0,0.0,0.05,0.0,0.05 ,gamenokanzumevol2
12972,12974,disney's pk: out of the shadows,gc,2002,platform,ubisoft,0.04,0.01,0.0,0.0,0.05 ,disney spk outoftheshadows
12973,12975,zoo quest: puzzle fun!,ds,2008,puzzle,jowood productions,0.05,0.0,0.0,0.0,0.05 ,zooquest puzzlefun 
12974,12976,jojo no kimy? na b?ken fantomu buraddo,ps2,2006,action,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,jojonokimy nab kenfantomuburaddo
12975,12977,the idolmaster 2,x360,2011,simulation,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,theidolmaster2
12976,12978,pq2: practical intelligence quotient,psp,2006,puzzle,d3publisher,0.04,0.0,0.0,0.0,0.05 ,pq2 practicalintelligencequotient
12977,12979,mr bean's wacky world of wii,wii,2009,adventure,blast! entertainment ltd,0.0,0.05,0.0,0.0,0.05 ,mrbean swackyworldofwii
12978,12980,powerdrome,ps2,2004,racing,evolved games,0.03,0.02,0.0,0.01,0.05 ,powerdrome
12979,12981,dreamer series: puppy trainer,ds,2008,simulation,dreamcatcher interactive,0.05,0.0,0.0,0.0,0.05 ,dreamerseries puppytrainer
12980,12982,pro yakyuu spirits 5 kanzenban,ps2,2008,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05 ,proyakyuuspirits5kanzenban
12981,12983,tsumiki: block drop mania,ds,2007,action,nobilis,0.05,0.0,0.0,0.0,0.05 ,tsumiki blockdropmania
12982,12984,shin sangoku musou 5 special,psp,2009,action,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,shinsangokumusou5special
12983,12985,pony friends: mini breeds edition,ds,2008,simulation,eidos interactive,0.05,0.0,0.0,0.0,0.05 ,ponyfriends minibreedsedition
12984,12986,otogi 2: immortal warriors,xb,2003,action,sega,0.04,0.01,0.0,0.0,0.05 ,otogi2 immortalwarriors
12985,12987,legend of kay,ps2,2005,action,jowood productions,0.03,0.02,0.0,0.01,0.05 ,legendofkay
12986,12988,piglet's big game,gc,2003,platform,gotham games,0.04,0.01,0.0,0.0,0.05 ,piglet sbiggame
12987,12989,dead or alive xtreme 3: fortune,ps4,2016,sports,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,deadoralivextreme3 fortune
12988,12990,ivy the kiwi?,ds,2010,puzzle,rising star games,0.04,0.0,0.0,0.0,0.05 ,ivythekiwi 
12989,12991,fallout: brotherhood of steel,xb,2004,role-playing,avalon interactive,0.04,0.01,0.0,0.0,0.05 ,fallout brotherhoodofsteel
12990,12992,strawberry shortcake: strawberryland games,ds,2006,action,game factory,0.05,0.0,0.0,0.0,0.05 ,strawberryshortcake strawberrylandgames
12991,12993,koi to senkyo to chocolate portable,psp,2012,adventure,kadokawa shoten,0.0,0.0,0.05,0.0,0.05 ,koitosenkyotochocolateportable
12992,12994,indycar series,xb,2003,racing,codemasters,0.04,0.01,0.0,0.0,0.05 ,indycarseries
12993,12995,hysteria hospital: emergency ward,wii,2009,action,oxygen interactive,0.05,0.0,0.0,0.0,0.05 ,hysteriahospital emergencyward
12994,12996,dokapon journey,ds,2008,role-playing,sting,0.05,0.0,0.0,0.0,0.05 ,dokaponjourney
12995,12997,ultra bust-a-move,xb,2004,puzzle,505 games,0.04,0.01,0.0,0.0,0.05 ,ultrabust a move
12996,12998,rally fusion: race of champions,xb,2002,racing,activision,0.04,0.01,0.0,0.0,0.05 ,rallyfusion raceofchampions
12997,12999,piglet's big game,gba,2003,platform,thq,0.04,0.01,0.0,0.0,0.05 ,piglet sbiggame
12998,13000,lucha libre aaa: heroes del ring,x360,2010,fighting,konami digital entertainment,0.05,0.0,0.0,0.0,0.05 ,luchalibreaaa heroesdelring
12999,13001,pony friends,ds,2007,simulation,eidos interactive,0.0,0.05,0.0,0.01,0.05 ,ponyfriends
13000,13002,natural doctrine,ps3,2014,role-playing,nippon ichi software,0.03,0.01,0.01,0.01,0.05 ,naturaldoctrine
13001,13003,pinball hall of fame: the gottlieb collection,gc,2005,misc,crave entertainment,0.04,0.01,0.0,0.0,0.05 ,pinballhalloffame thegottliebcollection
13002,13004,ferrari f355 challenge,ps2,2002,racing,sony computer entertainment,0.03,0.02,0.0,0.01,0.05 ,ferrarif355challenge
13003,13005,morphx,x360,2010,shooter,505 games,0.05,0.0,0.0,0.0,0.05 ,morphx
13004,13006,stranger of sword city,psv,2015,role-playing,nippon ichi software,0.02,0.02,0.0,0.01,0.05 ,strangerofswordcity
13005,13007,air traffic chaos,ds,2007,simulation,ertain,0.05,0.0,0.0,0.0,0.05 ,airtrafficchaos
13007,13009,prism: light the way,ds,2007,puzzle,eidos interactive,0.05,0.0,0.0,0.0,0.05 ,prism lighttheway
13008,13010,tiny toon adventures: toonenstein - dare to scare,ps,1998,action,swing! entertainment,0.03,0.02,0.0,0.0,0.05 ,tinytoonadventures toonenstein daretoscare
13009,13011,tv anime: fairy tale gekitou! madoushi kessen,ds,2010,fighting,hudson soft,0.0,0.0,0.05,0.0,0.05 ,tvanime fairytalegekitou madoushikessen
13010,13012,shifters,ps2,2002,adventure,3do,0.03,0.02,0.0,0.01,0.05 ,shifters
13011,13013,rpg tsukuru ds,ds,2010,role-playing,enterbrain,0.0,0.0,0.05,0.0,0.05 ,rpgtsukuruds
13012,13014,wrc 5: fia world rally championship,ps4,2015,sports,bigben interactive,0.0,0.04,0.0,0.01,0.05 ,wrc5 fiaworldrallychampionship
13013,13015,earth defense force 4.1: the shadow of new despair,ps4,2015,shooter,xseed games,0.02,0.02,0.0,0.01,0.05 ,earthdefenseforce4 1 theshadowofnewdespair
13014,13016,the bigs 2,ds,2009,sports,take-two interactive,0.05,0.0,0.0,0.0,0.05 ,thebigs2
13015,13017,dramatic dungeon: sakura wars - kimi arugatame,ds,2008,role-playing,sega,0.0,0.0,0.05,0.0,0.05 ,dramaticdungeon sakurawars kimiarugatame
13016,13018,tna impact: cross the line,psp,2010,fighting,southpeak games,0.05,0.0,0.0,0.0,0.05 ,tnaimpact crosstheline
13017,13019,spongebob: heropants,psv,2015,platform,activision,0.03,0.01,0.0,0.01,0.05 ,spongebob heropants
13018,13020,lagoon,snes,1991,role-playing,kemco,0.0,0.0,0.05,0.0,0.05 ,lagoon
13019,13021,nanostray 2,ds,2008,shooter,codemasters,0.03,0.01,0.0,0.0,0.05 ,nanostray2
13020,13022,project setsuna,psv,2016,role-playing,square enix,0.0,0.0,0.05,0.0,0.05 ,projectsetsuna
13021,13023,microsoft flight simulator x acceleration expansion pack,pc,2007,simulation,microsoft game studios,0.0,0.04,0.0,0.01,0.05 ,microsoftflightsimulatorxaccelerationexpansionpack
13022,13024,trick x logic: season 1,psp,2010,adventure,sony computer entertainment,0.0,0.0,0.05,0.0,0.05 ,trickxlogic season1
13023,13025,mortal kombat x,pc,2015,fighting,warner bros. interactive entertainment,0.01,0.04,0.0,0.0,0.05 ,mortalkombatx
13024,13026,mawashite tsunageru touch panic,ds,2006,puzzle,nintendo,0.0,0.0,0.05,0.0,0.05 ,mawashitetsunagerutouchpanic
13025,13027,luminous arc infinity,psv,2015,action,marvel entertainment,0.0,0.0,0.05,0.0,0.05 ,luminousarcinfinity
13026,13028,monster! bass fishing,gba,2003,sports,ignition entertainment,0.04,0.01,0.0,0.0,0.05 ,monster bassfishing
13027,13029,sigma star saga,gba,2005,role-playing,atari,0.04,0.01,0.0,0.0,0.05 ,sigmastarsaga
13028,13030,winning post 7 2010,psp,2010,sports,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,winningpost72010
13029,13031,assetto corsa,ps4,2016,racing,505 games,0.0,0.04,0.0,0.01,0.05 ,assettocorsa
13030,13032,batman: gotham city racer,ps,2001,racing,ubisoft,0.03,0.02,0.0,0.0,0.05 ,batman gothamcityracer
13031,13033,sengoku basara x,ps2,2008,fighting,capcom,0.0,0.0,0.05,0.0,0.05 ,sengokubasarax
13032,13034,plants vs. zombies,pc,2009,strategy,popcap games,0.0,0.04,0.0,0.01,0.05 ,plantsvs zombies
13033,13035,top spin 2,ds,2006,sports,take-two interactive,0.05,0.0,0.0,0.0,0.05 ,topspin2
13034,13036,doraemon: nobita no kyouryuu 2006 ds,ds,2006,role-playing,sega,0.0,0.0,0.05,0.0,0.05 ,doraemon nobitanokyouryuu2006ds
13035,13037,ontamarama,ds,2007,action,atlus,0.05,0.0,0.0,0.0,0.05 ,ontamarama
13036,13038,hakuoki: stories of the shinsengumi,ps3,2010,adventure,idea factory,0.02,0.0,0.03,0.0,0.05 ,hakuoki storiesoftheshinsengumi
13037,13039,dokidoki majo shinpan!,ds,2007,adventure,snk playmore,0.0,0.0,0.05,0.0,0.05 ,dokidokimajoshinpan 
13038,13040,star wars: republic commando,pc,2005,shooter,lucasarts,0.0,0.04,0.0,0.01,0.05 ,starwars republiccommando
13039,13041,starry ? sky: in spring,psp,2010,misc,asgard,0.0,0.0,0.05,0.0,0.05 ,starry sky inspring
13040,13042,fifa soccer 2004,gba,2003,sports,electronic arts,0.04,0.01,0.0,0.0,0.05 ,fifasoccer2004
13041,13043,armored core: formula front extreme battle,psp,2004,simulation,505 games,0.05,0.0,0.0,0.0,0.05 ,armoredcore formulafrontextremebattle
13042,13044,downforce,ps2,2002,racing,avalon interactive,0.03,0.02,0.0,0.01,0.05 ,downforce
13043,13045,bejeweled twist,pc,2008,puzzle,popcap games,0.01,0.04,0.0,0.01,0.05 ,bejeweledtwist
13044,13046,street fighter v,pc,2016,fighting,capcom,0.0,0.05,0.0,0.0,0.05 ,streetfighterv
13045,13047,little busters! converted edition,ps2,2009,adventure,prototype,0.0,0.0,0.05,0.0,0.05 ,littlebusters convertededition
13046,13048,enemy front,x360,2014,shooter,namco bandai games,0.02,0.03,0.0,0.0,0.05 ,enemyfront
13047,13049,dream salon,wii,2009,misc,zoo games,0.05,0.0,0.0,0.0,0.05 ,dreamsalon
13048,13050,disney's party,gc,2002,misc,electronic arts,0.04,0.01,0.0,0.0,0.05 ,disney sparty
13049,13051,tennis no oji-sama: 2005 crystal drive,ds,2004,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05 ,tennisnooji sama 2005crystaldrive
13050,13052,sherlock holmes: crimes & punishments,pc,2014,adventure,focus home interactive,0.0,0.05,0.0,0.0,0.05 ,sherlockholmes crimes punishments
13051,13053,jenga world tour,wii,2007,misc,atari,0.05,0.0,0.0,0.0,0.05 ,jengaworldtour
13052,13054,summon night x: tears crown,ds,2009,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,summonnightx tearscrown
13053,13055,secret files: tunguska,ds,2008,adventure,deep silver,0.04,0.01,0.0,0.0,0.05 ,secretfiles tunguska
13054,13056,taiho shichauzo!,ps,2001,adventure,pioneer ldc,0.0,0.0,0.05,0.0,0.05 ,taihoshichauzo 
13056,13058,phantom crash,xb,2002,simulation,phantagram,0.03,0.01,0.01,0.0,0.05 ,phantomcrash
13057,13059,men of war: assault squad,pc,2011,strategy,1c company,0.01,0.03,0.0,0.01,0.05 ,menofwar assaultsquad
13058,13060,fishdom,ds,2011,puzzle,atari,0.05,0.0,0.0,0.0,0.05 ,fishdom
13059,13061,yanya caballista: city skater,ps2,2001,sports,tecmo koei,0.02,0.02,0.0,0.01,0.05 ,yanyacaballista cityskater
13060,13062,expendable,ps,1999,action,infogrames,0.03,0.02,0.0,0.0,0.05 ,expendable
13061,13063,imagine: artist,ds,2009,misc,ubisoft,0.05,0.0,0.0,0.0,0.05 ,imagine artist
13062,13064,pet pals: new leash on life,ds,2010,simulation,destineer,0.05,0.0,0.0,0.0,0.05 ,petpals newleashonlife
13063,13065,seaworld adventure parks: shamu's deep sea adventure,ds,2005,adventure,activision,0.05,0.0,0.0,0.0,0.05 ,seaworldadventureparks shamu sdeepseaadventure
13064,13066,the idolmaster: gravure for you! vol. 2,ps3,2011,misc,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,theidolmaster gravureforyou vol 2
13065,13067,arthur! ready to race,ps,2000,racing,the learning company,0.03,0.02,0.0,0.0,0.05 ,arthur readytorace
13066,13068,thunder force v: perfect system,ps,1998,shooter,technosoft,0.03,0.02,0.0,0.0,0.05 ,thunderforcev perfectsystem
13067,13069,the typing of the dead,dc,2000,shooter,sega,0.0,0.0,0.05,0.0,0.05 ,thetypingofthedead
13068,13070,the idolm@ster: dearly stars,ds,2009,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,theidolm ster dearlystars
13069,13071,kids learn music a+ edition,ds,2011,misc,unknown,0.05,0.0,0.0,0.0,0.05 ,kidslearnmusica edition
13070,13072,child of light,ps4,2014,role-playing,ubisoft,0.0,0.01,0.04,0.0,0.05 ,childoflight
13071,13073,over the hedge: hammy goes nuts!,psp,2006,platform,activision,0.05,0.0,0.0,0.0,0.05 ,overthehedge hammygoesnuts 
13072,13074,kart racer,wii,2009,racing,nordic games,0.03,0.01,0.0,0.0,0.05 ,kartracer
13073,13075,bakemonogatari portable,psp,2012,action,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,bakemonogatariportable
13074,13076,sam & max: beyond time and space,wii,2010,adventure,atari,0.05,0.0,0.0,0.0,0.05 ,sam max beyondtimeandspace
13075,13077,to heart 2: dungeon travelers,psv,2015,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05 ,toheart2 dungeontravelers
13076,13078,tabi no yubisashi kaiwachou ds: ds series 2 chuugoku,ds,2006,misc,nintendo,0.0,0.0,0.05,0.0,0.05 ,tabinoyubisashikaiwachouds dsseries2chuugoku
13077,13079,shrek super party,gc,2003,misc,tdk mediactive,0.04,0.01,0.0,0.0,0.05 ,shreksuperparty
13078,13080,monster 4x4: masters of metal,gc,2003,racing,ubisoft,0.04,0.01,0.0,0.0,0.05 ,monster4x4 mastersofmetal
13079,13081,bakusou kyoudai let's & go!! eternal wings,ps,1998,racing,jaleco,0.0,0.0,0.05,0.0,0.05 ,bakusoukyoudailet s go  eternalwings
13080,13082,caligula,psv,2016,role-playing,furyu,0.0,0.0,0.05,0.0,0.05 ,caligula
13081,13083,steins;gate 0,psv,2015,adventure,pqube,0.0,0.0,0.05,0.0,0.05,steins gate0
13082,13084,keroro gunsou: enshuu da yo! zenin shuugou part 2,ds,2007,action,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,kerorogunsou enshuudayo zeninshuugoupart2
13083,13085,nhl blades of steel '99,n64,1999,sports,konami digital entertainment,0.05,0.0,0.0,0.0,0.05 ,nhlbladesofsteel 99
13084,13086,lips: deutsche partyknaller,x360,2009,misc,microsoft game studios,0.0,0.04,0.0,0.01,0.05 ,lips deutschepartyknaller
13085,13087,apassionata: die galanacht der pferde,ds,2009,simulation,rtl,0.0,0.04,0.0,0.01,0.05 ,apassionata diegalanachtderpferde
13086,13088,dungeon raiders,ds,2009,role-playing,focus home interactive,0.05,0.0,0.0,0.0,0.05 ,dungeonraiders
13087,13089,second sight,gc,2004,adventure,codemasters,0.04,0.01,0.0,0.0,0.05 ,secondsight
13088,13090,philosoma,ps,1995,shooter,sony computer entertainment,0.03,0.02,0.0,0.0,0.05 ,philosoma
13089,13091,virtua fighter cg portrait series vol.5: wolf hawkfield,sat,1995,misc,sega,0.0,0.0,0.05,0.0,0.05 ,virtuafightercgportraitseriesvol 5 wolfhawkfield
13090,13092,puyo pop,gba,2001,puzzle,sega,0.04,0.01,0.0,0.0,0.05 ,puyopop
13091,13093,marriage royale: prism story,psp,2010,adventure,ascii media works,0.0,0.0,0.05,0.0,0.05 ,marriageroyale prismstory
13092,13094,super heroine chronicle,psv,2014,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,superheroinechronicle
13093,13095,kamiwaza,ps2,2006,action,acquire,0.0,0.0,0.05,0.0,0.05 ,kamiwaza
13094,13096,rave master,gc,2002,fighting,konami digital entertainment,0.0,0.0,0.05,0.0,0.05 ,ravemaster
13095,13097,the technomancer,ps4,2016,role-playing,focus home interactive,0.01,0.03,0.0,0.01,0.05 ,thetechnomancer
13096,13098,ben 10 galactic racing,psv,2012,racing,d3publisher,0.02,0.02,0.0,0.01,0.05 ,ben10galacticracing
13097,13099,kinnikuman muscle grand prix max,ps2,2006,fighting,konami digital entertainment,0.0,0.0,0.05,0.0,0.05 ,kinnikumanmusclegrandprixmax
13098,13100,hotel for dogs,wii,2009,simulation,505 games,0.04,0.0,0.0,0.0,0.05 ,hotelfordogs
13099,13101,suzuki super-bikes ii: riding challenge,ds,2008,racing,valcon games,0.05,0.0,0.0,0.0,0.05 ,suzukisuper bikesii ridingchallenge
13100,13102,mirror's edge catalyst,pc,2016,platform,electronic arts,0.01,0.03,0.0,0.01,0.05 ,mirror sedgecatalyst
13101,13103,jim henson's muppets in spy muppets: license to croak,gba,2003,action,tdk mediactive,0.04,0.01,0.0,0.0,0.05 ,jimhenson smuppetsinspymuppets licensetocroak
13102,13104,medal of honor: european assault (weekly jp sales),ps2,2005,shooter,electronic arts,0.0,0.0,0.05,0.0,0.05 ,medalofhonor europeanassault weeklyjpsales 
13103,13105,lego the hobbit,pc,2014,action,warner bros. interactive entertainment,0.0,0.04,0.0,0.01,0.05 ,legothehobbit
13104,13106,alias,xb,2004,action,acclaim entertainment,0.04,0.01,0.0,0.0,0.05 ,alias
13105,13107,super robot taisen neo,wii,2009,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,superrobottaisenneo
13106,13108,pac-man and the ghostly adventures,wiiu,2013,platform,namco bandai games,0.04,0.01,0.0,0.0,0.05 ,pac manandtheghostlyadventures
13107,13109,espn international winter sports 2002,gc,2002,sports,konami digital entertainment,0.04,0.01,0.0,0.0,0.05 ,espninternationalwintersports2002
13108,13110,winter sports 2011,ps3,2011,sports,dtp entertainment,0.0,0.04,0.0,0.01,0.05 ,wintersports2011
13109,13111,outrun 2006: coast 2 coast,ps2,2006,racing,sega,0.02,0.01,0.01,0.0,0.05 ,outrun2006 coast2coast
13110,13112,blues brothers 2000,n64,2000,platform,virgin interactive,0.04,0.01,0.0,0.0,0.05 ,bluesbrothers2000
13111,13113,metal max 2 reloaded,ds,2011,role-playing,unknown,0.0,0.0,0.05,0.0,0.05 ,metalmax2reloaded
13112,13114,all star tennis 99,n64,1999,sports,ubisoft,0.04,0.01,0.0,0.0,0.05 ,allstartennis99
13113,13115,hercules: the legendary journeys,n64,2000,role-playing,titus,0.04,0.01,0.0,0.0,0.05 ,hercules thelegendaryjourneys
13114,13116,dual heroes,n64,1997,fighting,hudson soft,0.04,0.01,0.0,0.0,0.05 ,dualheroes
13115,13117,fighter destiny 2,n64,1999,fighting,imagineer,0.04,0.01,0.0,0.0,0.05 ,fighterdestiny2
13116,13118,chameleon twist 2,n64,1998,platform,infogrames,0.04,0.01,0.0,0.0,0.05 ,chameleontwist2
13117,13119,nounai aeshe: iq suppli ds 2 - sukkiri king ketteisen,ds,2007,misc,spike,0.0,0.0,0.05,0.0,0.05 ,nounaiaeshe iqsupplids2 sukkirikingketteisen
13118,13120,pachipara 14: fuu to kumo to super umi in okinawa,ps2,2007,misc,irem software engineering,0.0,0.0,0.05,0.0,0.05 ,pachipara14 fuutokumotosuperumiinokinawa
13119,13121,winning post world,ps3,2009,sports,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,winningpostworld
13120,13122,arx fatalis,xb,2003,role-playing,mindscape,0.04,0.01,0.0,0.0,0.05 ,arxfatalis
13121,13123,slam dunk sd heat up!!,snes,1995,sports,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,slamdunksdheatup  
13122,13124,my body coach,wii,2009,sports,big ben interactive,0.0,0.04,0.0,0.01,0.05 ,mybodycoach
13123,13125,steins;gate 0,ps4,2015,adventure,pqube,0.0,0.0,0.05,0.0,0.05,steins gate0
